224575	262144
285166	262144
215923	262144
302487	262144
267848	262144
267848	262144
207273	262144
198624	262144
250535	262144
215923	262144
215923	262144
181329	262144
302487	262144
259191	262144
276506	262144
302487	262144
302487	262144
189976	262144
224575	262144
259191	262144
259191	262144
189976	262144
233227	262144
241881	262144
293826	262144
233227	262144
302487	262144
302487	262144
276506	262144
198624	262144
164038	262144
259191	262144
189976	262144
207273	262144
276506	262144
250535	262144
259191	262144
328478	262144
164038	262144
302487	262144
302487	262144
345811	262144
250535	262144
319814	262144
189976	262144
241881	262144
354479	262144
164038	262144
189976	262144
319814	262144
267848	262144
311150	262144
267848	262144
354479	262144
259191	262144
250535	262144
250535	262144
215923	262144
267848	262144
259191	262144
233227	262144
241881	262144
250535	262144
198624	262144
241881	262144
293826	262144
207273	262144
293826	262144
250535	262144
285166	262144
354479	262144
267848	262144
233227	262144
215923	262144
319814	262144
267848	262144
241881	262144
259191	262144
302487	262144
276506	262144
267848	262144
259191	262144
406512	262144
267848	262144
233227	262144
267848	262144
293826	262144
302487	262144
250535	262144
267848	262144
215923	262144
207273	262144
293826	262144
241881	262144
224575	262144
276506	262144
241881	262144
276506	262144
276506	262144
311150	262144
