276222	262144
319433	262144
414546	262144
302146	262144
284863	262144
224387	262144
215749	262144
250302	262144
276222	262144
258941	262144
284863	262144
284863	262144
215749	262144
198477	262144
310789	262144
250302	262144
267581	262144
241663	262144
336721	262144
207113	262144
155305	262144
258941	262144
284863	262144
310789	262144
224387	262144
276222	262144
267581	262144
241663	262144
250302	262144
198477	262144
267581	262144
319433	262144
302146	262144
241663	262144
284863	262144
371304	262144
276222	262144
328076	262144
215749	262144
250302	262144
293504	262144
207113	262144
310789	262144
310789	262144
276222	262144
336721	262144
241663	262144
267581	262144
293504	262144
241663	262144
224387	262144
276222	262144
207113	262144
241663	262144
233024	262144
302146	262144
189841	262144
250302	262144
293504	262144
293504	262144
215749	262144
328076	262144
250302	262144
302146	262144
293504	262144
250302	262144
233024	262144
207113	262144
267581	262144
267581	262144
241663	262144
267581	262144
302146	262144
233024	262144
293504	262144
241663	262144
224387	262144
276222	262144
302146	262144
233024	262144
267581	262144
302146	262144
250302	262144
267581	262144
267581	262144
241663	262144
224387	262144
250302	262144
250302	262144
267581	262144
293504	262144
302146	262144
362657	262144
172572	262144
284863	262144
267581	262144
258941	262144
250302	262144
293504	262144
258941	262144
