4.15975e+06	4194304
4.60521e+06	4194304
4.06194e+06	4194304
4.12417e+06	4194304
4.38229e+06	4194304
4.42685e+06	4194304
3.75122e+06	4194304
3.79557e+06	4194304
4.10639e+06	4194304
4.04417e+06	4194304
4.36448e+06	4194304
4.11528e+06	4194304
4.10639e+06	4194304
4.06194e+06	4194304
4.06194e+06	4194304
3.8488e+06	4194304
3.91981e+06	4194304
4.01751e+06	4194304
4.20423e+06	4194304
3.92869e+06	4194304
4.3912e+06	4194304
4.3912e+06	4194304
4.35557e+06	4194304
4.06194e+06	4194304
4.15085e+06	4194304
4.15975e+06	4194304
4.04417e+06	4194304
4.32885e+06	4194304
3.97309e+06	4194304
4.15085e+06	4194304
3.94645e+06	4194304
4.00863e+06	4194304
4.21312e+06	4194304
4.40902e+06	4194304
4.11528e+06	4194304
3.90205e+06	4194304
4.16864e+06	4194304
4.31104e+06	4194304
4.04417e+06	4194304
3.92869e+06	4194304
4.28433e+06	4194304
4.10639e+06	4194304
4.08861e+06	4194304
4.17754e+06	4194304
4.15975e+06	4194304
4.00863e+06	4194304
4.17754e+06	4194304
4.03528e+06	4194304
3.93757e+06	4194304
3.65372e+06	4194304
4.23982e+06	4194304
4.13307e+06	4194304
4.20423e+06	4194304
4.07972e+06	4194304
4.40902e+06	4194304
4.23092e+06	4194304
4.21312e+06	4194304
4.05306e+06	4194304
4.23982e+06	4194304
4.13307e+06	4194304
4.31994e+06	4194304
4.14196e+06	4194304
4.64984e+06	4194304
4.18643e+06	4194304
4.20423e+06	4194304
4.23982e+06	4194304
4.23982e+06	4194304
3.8488e+06	4194304
4.26652e+06	4194304
4.14196e+06	4194304
4.31994e+06	4194304
4.43576e+06	4194304
4.06194e+06	4194304
4.24872e+06	4194304
4.19533e+06	4194304
4.33775e+06	4194304
4.42685e+06	4194304
4.22202e+06	4194304
3.94645e+06	4194304
3.96421e+06	4194304
3.76896e+06	4194304
3.91093e+06	4194304
4.62306e+06	4194304
4.10639e+06	4194304
4.25762e+06	4194304
4.11528e+06	4194304
4.11528e+06	4194304
4.43576e+06	4194304
4.45359e+06	4194304
3.74236e+06	4194304
3.80444e+06	4194304
3.64486e+06	4194304
4.16864e+06	4194304
4.40011e+06	4194304
4.19533e+06	4194304
3.71576e+06	4194304
4.05306e+06	4194304
4.36448e+06	4194304
4.32885e+06	4194304
4.42685e+06	4194304
